produkt_id,handle,titel,variante_id,alter_preis,neuer_preis,einkauf,marge_vorher,entscheid
15449149538689,warmer-3d-hoodie-mit-doppelkappe-fur-katzenlie-609000,"Warmer 3D-Hoodie mit Doppelkappe für Katzenliebhaberinnen",55879564919169,15.90,19.90,9.85,31.2,gesetzt
15449149538689,warmer-3d-hoodie-mit-doppelkappe-fur-katzenlie-609000,"Warmer 3D-Hoodie mit Doppelkappe für Katzenliebhaberinnen",55879564951937,15.90,19.90,10.19,28.8,gesetzt
15449149538689,warmer-3d-hoodie-mit-doppelkappe-fur-katzenlie-609000,"Warmer 3D-Hoodie mit Doppelkappe für Katzenliebhaberinnen",55879564984705,15.90,19.90,10.51,26.6,gesetzt
15449149538689,warmer-3d-hoodie-mit-doppelkappe-fur-katzenlie-609000,"Warmer 3D-Hoodie mit Doppelkappe für Katzenliebhaberinnen",55879565017473,15.90,19.90,10.83,24.3,gesetzt
15449149538689,warmer-3d-hoodie-mit-doppelkappe-fur-katzenlie-609000,"Warmer 3D-Hoodie mit Doppelkappe für Katzenliebhaberinnen",55879565050241,16.90,24.90,11.17,26.6,gesetzt
15449149538689,warmer-3d-hoodie-mit-doppelkappe-fur-katzenlie-609000,"Warmer 3D-Hoodie mit Doppelkappe für Katzenliebhaberinnen",55879565083009,16.90,24.90,11.49,24.5,gesetzt
15449149538689,warmer-3d-hoodie-mit-doppelkappe-fur-katzenlie-609000,"Warmer 3D-Hoodie mit Doppelkappe für Katzenliebhaberinnen",55879565115777,16.90,24.90,11.81,22.4,gesetzt
15449178341761,gps-halsband-fur-katzen-mit-apple-find-my-606900,"GPS-Halsband für Katzen · Find-My-kompatibel",55879871168897,15.90,19.90,9.77,31.7,gesetzt
15449178636673,katzenhaar-gedenkanhanger-set-6-teilig-424578,"Katzenhaar-Gedenkanhänger-Set, 6-teilig",55879871627649,23.90,29.90,14.80,31.2,gesetzt
15449426067841,massagehandschuhe-fur-hunde-und-katzenpflege-962240,"Massagehandschuhe für Hunde- und Katzenpflege",55881723543937,14.90,19.90,8.68,35.3,gesetzt
15449426067841,massagehandschuhe-fur-hunde-und-katzenpflege-962240,"Massagehandschuhe für Hunde- und Katzenpflege",55881723609473,14.90,19.90,8.66,35.4,gesetzt
15449426067841,massagehandschuhe-fur-hunde-und-katzenpflege-962240,"Massagehandschuhe für Hunde- und Katzenpflege",55881723675009,14.90,19.90,8.71,35.0,gesetzt
15449426067841,massagehandschuhe-fur-hunde-und-katzenpflege-962240,"Massagehandschuhe für Hunde- und Katzenpflege",55881723740545,14.90,19.90,8.66,35.4,gesetzt
15449426067841,massagehandschuhe-fur-hunde-und-katzenpflege-962240,"Massagehandschuhe für Hunde- und Katzenpflege",55881723806081,14.90,19.90,8.63,35.6,gesetzt
15449426067841,massagehandschuhe-fur-hunde-und-katzenpflege-962240,"Massagehandschuhe für Hunde- und Katzenpflege",55881723838849,14.90,19.90,8.58,36.0,gesetzt
15449426067841,massagehandschuhe-fur-hunde-und-katzenpflege-962240,"Massagehandschuhe für Hunde- und Katzenpflege",55881723969921,21.90,29.90,14.96,24.1,gesetzt
15449426067841,massagehandschuhe-fur-hunde-und-katzenpflege-962240,"Massagehandschuhe für Hunde- und Katzenpflege",55881724002689,21.90,29.90,14.96,24.1,gesetzt
15449426067841,massagehandschuhe-fur-hunde-und-katzenpflege-962240,"Massagehandschuhe für Hunde- und Katzenpflege",55881724035457,21.90,29.90,14.96,24.1,gesetzt
15449429574017,tragbares-katzennest-910720,"Tragbares Katzennest",55881769943425,27.90,34.90,19.10,23.9,gesetzt
15449429574017,tragbares-katzennest-910720,"Tragbares Katzennest",55881769976193,31.90,39.90,22.06,23.2,gesetzt
15449429574017,tragbares-katzennest-910720,"Tragbares Katzennest",55881770008961,19.90,24.90,13.54,24.4,gesetzt
15449429574017,tragbares-katzennest-910720,"Tragbares Katzennest",55881770041729,31.90,39.90,22.06,23.2,gesetzt
15449429574017,tragbares-katzennest-910720,"Tragbares Katzennest",55881770074497,19.90,24.90,13.54,24.4,gesetzt
15449429574017,tragbares-katzennest-910720,"Tragbares Katzennest",55881770107265,31.90,39.90,22.06,23.2,gesetzt
15449429574017,tragbares-katzennest-910720,"Tragbares Katzennest",55881770140033,32.90,44.90,22.84,22.9,gesetzt
15449429574017,tragbares-katzennest-910720,"Tragbares Katzennest",55881770172801,21.90,29.90,15.01,23.8,gesetzt
15449429574017,tragbares-katzennest-910720,"Tragbares Katzennest",55881770205569,32.90,44.90,22.69,23.4,gesetzt
15449429574017,tragbares-katzennest-910720,"Tragbares Katzennest",55881770238337,21.90,29.90,14.82,24.8,gesetzt
15449429574017,tragbares-katzennest-910720,"Tragbares Katzennest",55881770271105,32.90,44.90,22.82,22.9,gesetzt
15449429574017,tragbares-katzennest-910720,"Tragbares Katzennest",55881770303873,28.90,39.90,20.01,23.1,gesetzt
15449430950273,katzen-hunde-bett-atmungsaktiv-reisebereit-583232,"Katzen- & Hunde-Bett – Atmungsaktiv & Reisebereit",55881786360193,17.90,24.90,12.17,24.5,gesetzt
15449430950273,katzen-hunde-bett-atmungsaktiv-reisebereit-583232,"Katzen- & Hunde-Bett – Atmungsaktiv & Reisebereit",55881786392961,19.90,24.90,13.60,24.1,gesetzt
15449430950273,katzen-hunde-bett-atmungsaktiv-reisebereit-583232,"Katzen- & Hunde-Bett – Atmungsaktiv & Reisebereit",55881786425729,17.90,24.90,11.87,26.3,gesetzt
15449430950273,katzen-hunde-bett-atmungsaktiv-reisebereit-583232,"Katzen- & Hunde-Bett – Atmungsaktiv & Reisebereit",55881786458497,20.90,29.90,14.24,24.3,gesetzt
15449430950273,katzen-hunde-bett-atmungsaktiv-reisebereit-583232,"Katzen- & Hunde-Bett – Atmungsaktiv & Reisebereit",55881786491265,18.90,24.90,12.93,24.0,gesetzt
15449430950273,katzen-hunde-bett-atmungsaktiv-reisebereit-583232,"Katzen- & Hunde-Bett – Atmungsaktiv & Reisebereit",55881786524033,19.90,24.90,13.42,25.1,gesetzt
15449430950273,katzen-hunde-bett-atmungsaktiv-reisebereit-583232,"Katzen- & Hunde-Bett – Atmungsaktiv & Reisebereit",55881786556801,19.90,24.90,13.79,23.0,gesetzt
15449430950273,katzen-hunde-bett-atmungsaktiv-reisebereit-583232,"Katzen- & Hunde-Bett – Atmungsaktiv & Reisebereit",55881786589569,18.90,24.90,12.93,24.0,gesetzt
15449430950273,katzen-hunde-bett-atmungsaktiv-reisebereit-583232,"Katzen- & Hunde-Bett – Atmungsaktiv & Reisebereit",55881786622337,19.90,24.90,13.42,25.1,gesetzt
15449431277953,interaktives-katzenspielzeug-mit-fernbedienung-503744,"Interaktives Katzenspielzeug mit Fernbedienung",55881790816641,17.90,19.90,10.73,33.4,gesetzt
15449431277953,interaktives-katzenspielzeug-mit-fernbedienung-503744,"Interaktives Katzenspielzeug mit Fernbedienung",55881790849409,17.90,19.90,10.73,33.4,gesetzt
15449431277953,interaktives-katzenspielzeug-mit-fernbedienung-503744,"Interaktives Katzenspielzeug mit Fernbedienung",55881790882177,15.90,19.90,10.73,25.0,gesetzt
15449431277953,interaktives-katzenspielzeug-mit-fernbedienung-503744,"Interaktives Katzenspielzeug mit Fernbedienung",55881790914945,15.90,19.90,10.73,25.0,gesetzt
15449431474561,2-in-1-badeburste-mit-massage-fur-hunde-katzen-354a51,"2-in-1 Badebürste mit Massage für Hunde & Katzen",55881792946561,16.90,24.90,11.28,25.8,gesetzt
15449431474561,2-in-1-badeburste-mit-massage-fur-hunde-katzen-354a51,"2-in-1 Badebürste mit Massage für Hunde & Katzen",55881792979329,16.90,24.90,11.28,25.8,gesetzt
15449431474561,2-in-1-badeburste-mit-massage-fur-hunde-katzen-354a51,"2-in-1 Badebürste mit Massage für Hunde & Katzen",55881793012097,16.90,24.90,11.28,25.8,gesetzt
15449432195457,intelligente-katzenkugel-075648,"Intelligente Katzenkugel",55881799795073,18.90,24.90,13.14,22.8,gesetzt
15449432195457,intelligente-katzenkugel-075648,"Intelligente Katzenkugel",55881799827841,14.90,19.90,9.04,32.6,gesetzt
15449432195457,intelligente-katzenkugel-075648,"Intelligente Katzenkugel",55881799860609,18.90,24.90,13.14,22.8,gesetzt
15449432195457,intelligente-katzenkugel-075648,"Intelligente Katzenkugel",55881799893377,14.90,19.90,9.04,32.6,gesetzt
15449432195457,intelligente-katzenkugel-075648,"Intelligente Katzenkugel",55881799926145,18.90,24.90,13.14,22.8,gesetzt
15449432195457,intelligente-katzenkugel-075648,"Intelligente Katzenkugel",55881799958913,14.90,19.90,9.04,32.6,gesetzt
15449432195457,intelligente-katzenkugel-075648,"Intelligente Katzenkugel",55881799991681,20.90,29.90,14.64,22.2,gesetzt
15449432195457,intelligente-katzenkugel-075648,"Intelligente Katzenkugel",55881800024449,21.90,29.90,14.85,24.7,gesetzt
15449432195457,intelligente-katzenkugel-075648,"Intelligente Katzenkugel",55881800057217,20.90,29.90,14.64,22.2,gesetzt
15449432195457,intelligente-katzenkugel-075648,"Intelligente Katzenkugel",55881800089985,21.90,29.90,14.94,24.2,gesetzt
15449432195457,intelligente-katzenkugel-075648,"Intelligente Katzenkugel",55881800122753,21.90,29.90,15.14,23.2,gesetzt
15449432195457,intelligente-katzenkugel-075648,"Intelligente Katzenkugel",55881800155521,21.90,29.90,14.94,24.2,gesetzt
15449432195457,intelligente-katzenkugel-075648,"Intelligente Katzenkugel",55881800188289,109.90,144.90,78.49,20.6,gesetzt
15449432916353,kurbis-strichburste-fur-hunde-katzen-selbstrei-066368,"Kürbis-Strichbürste für Hunde & Katzen – Selbstreinigend",55881807757697,21.90,29.90,14.66,25.6,gesetzt
15449462112641,franzosische-katzenaugen-nagelsticker-607100,"Französische Katzenaugen-Nagelsticker",55882077045121,15.90,19.90,9.78,31.7,gesetzt
15449462374785,kurz-katzenaugen-form-605700,"Kurz, Katzenaugen-Form",55882079043969,16.90,19.90,11.03,27.5,gesetzt
15449468141953,erhohte-katzennapf-set-278722,"Erhöhte Katzennapf-Set",55882093494657,20.90,29.90,14.65,22.1,gesetzt
15449468207489,langsamfutterer-fur-hunde-und-katzen-633800,"Langsamfütterer für Hunde und Katzen",55882093560193,30.90,39.90,21.30,23.4,gesetzt
15449468338561,kaseformige-keramik-schussel-fur-katzen-628100,"Käseförmige Keramik-Schüssel für Katzen",55882093691265,23.90,29.90,16.55,23.1,gesetzt
15449468600705,keramik-futternapf-fur-katzen-618800,"Keramik Futternapf für Katzen",55882094051713,27.90,34.90,19.18,23.6,gesetzt
15449483248001,verstellbares-katzenhalsband-mit-leine-617600,"Verstellbares Katzenhalsband mit Leine",55882213425537,15.90,19.90,10.17,28.9,gesetzt
15449483280769,automatische-hunde-und-katzenleine-625800,"Automatische Hunde- und Katzenleine",55882213458305,15.90,19.90,10.94,23.5,gesetzt
15449484001665,katzengeschirr-mit-leine-sicher-bequem-203905,"Katzengeschirr mit Leine, sicher & bequem",55882214769025,15.90,19.90,10.99,23.2,gesetzt
15449496781185,keramik-futterschale-fur-katzen-mit-sturzschut-621100,"Keramik-Futterschale für Katzen mit Sturzschutz",55882240721281,42.90,54.90,30.13,22.0,gesetzt
15449496879489,katzen-schussel-fur-gesunde-halswirbelsaule-603200,"Katzen-Schüssel für gesunde Halswirbelsäule",56055343219073,17.90,24.90,12.29,23.7,gesetzt
15449496879489,katzen-schussel-fur-gesunde-halswirbelsaule-603200,"Katzen-Schüssel für gesunde Halswirbelsäule",56055343251841,17.90,24.90,12.29,23.7,gesetzt
15449496879489,katzen-schussel-fur-gesunde-halswirbelsaule-603200,"Katzen-Schüssel für gesunde Halswirbelsäule",56055343284609,17.90,24.90,12.29,23.7,gesetzt
15449496879489,katzen-schussel-fur-gesunde-halswirbelsaule-603200,"Katzen-Schüssel für gesunde Halswirbelsäule",56055343317377,24.90,34.90,17.05,23.9,gesetzt
15449576964481,herren-knit-sweater-mit-niedlichem-katzenprint-606100,"Herren Knit Sweater mit niedlichem Katzenprint",55882616734081,19.90,24.90,13.29,25.8,gesetzt
15449576964481,herren-knit-sweater-mit-niedlichem-katzenprint-606100,"Herren Knit Sweater mit niedlichem Katzenprint",55882616766849,19.90,29.90,13.94,22.2,gesetzt
15449576964481,herren-knit-sweater-mit-niedlichem-katzenprint-606100,"Herren Knit Sweater mit niedlichem Katzenprint",55882616799617,20.90,29.90,14.59,22.4,gesetzt
15449576964481,herren-knit-sweater-mit-niedlichem-katzenprint-606100,"Herren Knit Sweater mit niedlichem Katzenprint",55882616832385,21.90,29.90,15.25,22.6,gesetzt
15449576964481,herren-knit-sweater-mit-niedlichem-katzenprint-606100,"Herren Knit Sweater mit niedlichem Katzenprint",55882616865153,19.90,24.90,13.29,25.8,gesetzt
15449576964481,herren-knit-sweater-mit-niedlichem-katzenprint-606100,"Herren Knit Sweater mit niedlichem Katzenprint",55882616897921,19.90,29.90,13.94,22.2,gesetzt
15449576964481,herren-knit-sweater-mit-niedlichem-katzenprint-606100,"Herren Knit Sweater mit niedlichem Katzenprint",55882616930689,20.90,29.90,14.59,22.4,gesetzt
15449576964481,herren-knit-sweater-mit-niedlichem-katzenprint-606100,"Herren Knit Sweater mit niedlichem Katzenprint",55882616963457,21.90,29.90,15.25,22.6,gesetzt
15449576964481,herren-knit-sweater-mit-niedlichem-katzenprint-606100,"Herren Knit Sweater mit niedlichem Katzenprint",55882616996225,19.90,24.90,13.29,25.8,gesetzt
15449576964481,herren-knit-sweater-mit-niedlichem-katzenprint-606100,"Herren Knit Sweater mit niedlichem Katzenprint",55882617028993,19.90,29.90,13.94,22.2,gesetzt
15449576964481,herren-knit-sweater-mit-niedlichem-katzenprint-606100,"Herren Knit Sweater mit niedlichem Katzenprint",55882617061761,20.90,29.90,14.59,22.4,gesetzt
15449576964481,herren-knit-sweater-mit-niedlichem-katzenprint-606100,"Herren Knit Sweater mit niedlichem Katzenprint",55882617094529,21.90,29.90,15.25,22.6,gesetzt
15449576964481,herren-knit-sweater-mit-niedlichem-katzenprint-606100,"Herren Knit Sweater mit niedlichem Katzenprint",55882617127297,19.90,24.90,13.29,25.8,gesetzt
15449576964481,herren-knit-sweater-mit-niedlichem-katzenprint-606100,"Herren Knit Sweater mit niedlichem Katzenprint",55882617160065,19.90,29.90,13.94,22.2,gesetzt
15449576964481,herren-knit-sweater-mit-niedlichem-katzenprint-606100,"Herren Knit Sweater mit niedlichem Katzenprint",55882617192833,20.90,29.90,14.59,22.4,gesetzt
15449576964481,herren-knit-sweater-mit-niedlichem-katzenprint-606100,"Herren Knit Sweater mit niedlichem Katzenprint",55882617225601,21.90,29.90,15.25,22.6,gesetzt
15449590563201,katzenring-anpassbar-383937,"Katzenring anpassbar",55882825466241,21.90,24.90,13.82,29.9,gesetzt
15450646184321,sneaker-mit-katzen-design-und-dicker-sohle-677377,"Sneaker mit Katzen-Design und dicker Sohle",55886776172929,17.90,24.90,12.15,24.6,gesetzt
15450646184321,sneaker-mit-katzen-design-und-dicker-sohle-677377,"Sneaker mit Katzen-Design und dicker Sohle",55886776205697,17.90,24.90,12.15,24.6,gesetzt
15450646184321,sneaker-mit-katzen-design-und-dicker-sohle-677377,"Sneaker mit Katzen-Design und dicker Sohle",55886776238465,17.90,24.90,12.15,24.6,gesetzt
15450646184321,sneaker-mit-katzen-design-und-dicker-sohle-677377,"Sneaker mit Katzen-Design und dicker Sohle",55886776271233,17.90,24.90,12.15,24.6,gesetzt
15450646184321,sneaker-mit-katzen-design-und-dicker-sohle-677377,"Sneaker mit Katzen-Design und dicker Sohle",55886776304001,17.90,24.90,12.15,24.6,gesetzt
15450646184321,sneaker-mit-katzen-design-und-dicker-sohle-677377,"Sneaker mit Katzen-Design und dicker Sohle",55886776336769,17.90,24.90,12.15,24.6,gesetzt
15450646184321,sneaker-mit-katzen-design-und-dicker-sohle-677377,"Sneaker mit Katzen-Design und dicker Sohle",55886776369537,17.90,24.90,12.15,24.6,gesetzt
15450646184321,sneaker-mit-katzen-design-und-dicker-sohle-677377,"Sneaker mit Katzen-Design und dicker Sohle",55886776402305,17.90,24.90,12.15,24.6,gesetzt
15450646184321,sneaker-mit-katzen-design-und-dicker-sohle-677377,"Sneaker mit Katzen-Design und dicker Sohle",55886776435073,17.90,24.90,12.15,24.6,gesetzt
15450646184321,sneaker-mit-katzen-design-und-dicker-sohle-677377,"Sneaker mit Katzen-Design und dicker Sohle",55886776467841,17.90,24.90,12.15,24.6,gesetzt
15450646184321,sneaker-mit-katzen-design-und-dicker-sohle-677377,"Sneaker mit Katzen-Design und dicker Sohle",55886776500609,17.90,24.90,12.15,24.6,gesetzt
15450646184321,sneaker-mit-katzen-design-und-dicker-sohle-677377,"Sneaker mit Katzen-Design und dicker Sohle",55886776533377,17.90,24.90,12.15,24.6,gesetzt
15450771784065,katzenbaum-mit-kratzstamm-49-cm-seegras-779777,"Katzenbaum mit Kratzstamm, 49 cm, Seegras",55888531292545,67.90,89.90,48.34,20.9,gesetzt
15450772078977,rundes-katzenbett-aus-seegras-36-cm-413953,"Rundes Katzenbett aus Seegras, 36 cm",55888540893569,68.90,84.90,46.24,25.4,gesetzt
15450772570497,katzenhohle-mit-luxus-bett-aus-seegras-876865,"Katzenhöhle mit Luxus-Bett aus Seegras",55888554688897,88.90,114.90,61.66,22.9,gesetzt
15450772865409,katzenbaum-mit-holzelementen-aus-seegras-440513,"Katzenbaum mit Holzelementen aus Seegras",55888562389377,90.90,114.90,63.16,22.8,gesetzt
15450773979521,sisal-kratzbaum-fur-katzen-40-cm-463298,"Sisal Kratzbaum für Katzen, 40 cm",55888582640001,48.90,64.90,34.18,22.3,gesetzt
15450774569345,katzenkratzbaum-mit-sisalsaulen-65-cm-764866,"Katzenkratzbaum mit Sisalsäulen, 65 cm",55888587653505,80.90,104.90,57.31,21.3,gesetzt
15450828767617,katzen-und-hundeburste-mit-massagefunktion-546624,"Katzen- und Hundebürste mit Massagefunktion",55889674633601,15.90,19.90,8.95,37.5,gesetzt
15450828767617,katzen-und-hundeburste-mit-massagefunktion-546624,"Katzen- und Hundebürste mit Massagefunktion",55889674666369,16.90,24.90,11.73,22.9,gesetzt
15450828767617,katzen-und-hundeburste-mit-massagefunktion-546624,"Katzen- und Hundebürste mit Massagefunktion",55889674699137,15.90,19.90,8.95,37.5,gesetzt
15450828767617,katzen-und-hundeburste-mit-massagefunktion-546624,"Katzen- und Hundebürste mit Massagefunktion",55889674731905,16.90,24.90,11.73,22.9,gesetzt
15450828767617,katzen-und-hundeburste-mit-massagefunktion-546624,"Katzen- und Hundebürste mit Massagefunktion",55889674764673,15.90,19.90,8.92,37.7,gesetzt
15450828767617,katzen-und-hundeburste-mit-massagefunktion-546624,"Katzen- und Hundebürste mit Massagefunktion",55889674797441,16.90,24.90,11.68,23.2,gesetzt
15450828767617,katzen-und-hundeburste-mit-massagefunktion-546624,"Katzen- und Hundebürste mit Massagefunktion",55889674830209,15.90,19.90,9.51,33.5,gesetzt
15450828767617,katzen-und-hundeburste-mit-massagefunktion-546624,"Katzen- und Hundebürste mit Massagefunktion",55889674862977,15.90,19.90,9.52,33.5,gesetzt
15450828767617,katzen-und-hundeburste-mit-massagefunktion-546624,"Katzen- und Hundebürste mit Massagefunktion",55889674895745,15.90,19.90,9.51,33.5,gesetzt
15450828767617,katzen-und-hundeburste-mit-massagefunktion-546624,"Katzen- und Hundebürste mit Massagefunktion",55889674928513,17.90,24.90,12.39,23.1,gesetzt
15450828767617,katzen-und-hundeburste-mit-massagefunktion-546624,"Katzen- und Hundebürste mit Massagefunktion",55889674961281,17.90,24.90,12.39,23.1,gesetzt
15450828767617,katzen-und-hundeburste-mit-massagefunktion-546624,"Katzen- und Hundebürste mit Massagefunktion",55889674994049,17.90,24.90,12.42,22.9,gesetzt
15450828767617,katzen-und-hundeburste-mit-massagefunktion-546624,"Katzen- und Hundebürste mit Massagefunktion",55889675026817,17.90,24.90,12.42,22.9,gesetzt
15450828767617,katzen-und-hundeburste-mit-massagefunktion-546624,"Katzen- und Hundebürste mit Massagefunktion",55889675059585,17.90,24.90,12.40,23.0,gesetzt
15450828767617,katzen-und-hundeburste-mit-massagefunktion-546624,"Katzen- und Hundebürste mit Massagefunktion",55889675092353,17.90,24.90,12.40,23.0,gesetzt
15450828767617,katzen-und-hundeburste-mit-massagefunktion-546624,"Katzen- und Hundebürste mit Massagefunktion",55889675125121,17.90,24.90,12.40,23.0,gesetzt
15450828767617,katzen-und-hundeburste-mit-massagefunktion-546624,"Katzen- und Hundebürste mit Massagefunktion",55889675157889,15.90,19.90,9.54,33.3,gesetzt
15450829259137,selbstreinigende-katzenburste-aus-stahl-200576,"Selbstreinigende Katzenbürste aus Stahl",55889687118209,14.90,19.90,8.84,34.1,gesetzt
15450829259137,selbstreinigende-katzenburste-aus-stahl-200576,"Selbstreinigende Katzenbürste aus Stahl",55889687150977,14.90,19.90,8.84,34.1,gesetzt
15450829259137,selbstreinigende-katzenburste-aus-stahl-200576,"Selbstreinigende Katzenbürste aus Stahl",55889687183745,14.90,19.90,8.84,34.1,gesetzt
15450829259137,selbstreinigende-katzenburste-aus-stahl-200576,"Selbstreinigende Katzenbürste aus Stahl",55889687216513,14.90,19.90,9.28,30.8,gesetzt
15450829259137,selbstreinigende-katzenburste-aus-stahl-200576,"Selbstreinigende Katzenbürste aus Stahl",55889687249281,14.90,19.90,9.28,30.8,gesetzt
15450829259137,selbstreinigende-katzenburste-aus-stahl-200576,"Selbstreinigende Katzenbürste aus Stahl",55889687282049,14.90,19.90,9.28,30.8,gesetzt
15450829259137,selbstreinigende-katzenburste-aus-stahl-200576,"Selbstreinigende Katzenbürste aus Stahl",55889687314817,14.90,19.90,8.81,34.3,gesetzt
15450829259137,selbstreinigende-katzenburste-aus-stahl-200576,"Selbstreinigende Katzenbürste aus Stahl",55889687347585,14.90,19.90,8.81,34.3,gesetzt
15450829259137,selbstreinigende-katzenburste-aus-stahl-200576,"Selbstreinigende Katzenbürste aus Stahl",55889687380353,14.90,19.90,8.81,34.3,gesetzt
15450829259137,selbstreinigende-katzenburste-aus-stahl-200576,"Selbstreinigende Katzenbürste aus Stahl",55889687413121,20.90,29.90,14.48,23.0,gesetzt
15450829259137,selbstreinigende-katzenburste-aus-stahl-200576,"Selbstreinigende Katzenbürste aus Stahl",55889687445889,19.90,24.90,13.61,24.0,gesetzt
15450829259137,selbstreinigende-katzenburste-aus-stahl-200576,"Selbstreinigende Katzenbürste aus Stahl",55889687478657,23.90,29.90,16.33,24.1,gesetzt
15450829259137,selbstreinigende-katzenburste-aus-stahl-200576,"Selbstreinigende Katzenbürste aus Stahl",55889687511425,23.90,29.90,16.33,24.1,gesetzt
15450829259137,selbstreinigende-katzenburste-aus-stahl-200576,"Selbstreinigende Katzenbürste aus Stahl",55889687544193,33.90,44.90,23.51,22.9,gesetzt
15450829259137,selbstreinigende-katzenburste-aus-stahl-200576,"Selbstreinigende Katzenbürste aus Stahl",55889687609729,17.90,19.90,10.99,31.8,gesetzt
15450829259137,selbstreinigende-katzenburste-aus-stahl-200576,"Selbstreinigende Katzenbürste aus Stahl",55889687642497,19.90,24.90,12.45,30.5,gesetzt
15450829259137,selbstreinigende-katzenburste-aus-stahl-200576,"Selbstreinigende Katzenbürste aus Stahl",55889687675265,20.90,24.90,13.53,28.1,gesetzt
15450829259137,selbstreinigende-katzenburste-aus-stahl-200576,"Selbstreinigende Katzenbürste aus Stahl",55889687708033,26.90,34.90,18.90,21.9,gesetzt
15450829259137,selbstreinigende-katzenburste-aus-stahl-200576,"Selbstreinigende Katzenbürste aus Stahl",55889687740801,17.90,19.90,10.99,31.8,gesetzt
15450829259137,selbstreinigende-katzenburste-aus-stahl-200576,"Selbstreinigende Katzenbürste aus Stahl",55889687773569,19.90,24.90,12.45,30.5,gesetzt
15450829259137,selbstreinigende-katzenburste-aus-stahl-200576,"Selbstreinigende Katzenbürste aus Stahl",55889687806337,24.90,34.90,17.21,23.2,gesetzt
15450829259137,selbstreinigende-katzenburste-aus-stahl-200576,"Selbstreinigende Katzenbürste aus Stahl",55889687839105,31.90,39.90,21.90,23.7,gesetzt
15450829259137,selbstreinigende-katzenburste-aus-stahl-200576,"Selbstreinigende Katzenbürste aus Stahl",55889687970177,17.90,19.90,10.76,33.2,gesetzt
15450829259137,selbstreinigende-katzenburste-aus-stahl-200576,"Selbstreinigende Katzenbürste aus Stahl",55889688002945,19.90,24.90,12.22,31.8,gesetzt
15450829259137,selbstreinigende-katzenburste-aus-stahl-200576,"Selbstreinigende Katzenbürste aus Stahl",55889688035713,20.90,24.90,13.49,28.3,gesetzt
15450829259137,selbstreinigende-katzenburste-aus-stahl-200576,"Selbstreinigende Katzenbürste aus Stahl",55889688068481,26.90,34.90,18.90,21.9,gesetzt
15450829259137,selbstreinigende-katzenburste-aus-stahl-200576,"Selbstreinigende Katzenbürste aus Stahl",55889688166785,17.90,19.90,10.99,31.8,gesetzt
15450829259137,selbstreinigende-katzenburste-aus-stahl-200576,"Selbstreinigende Katzenbürste aus Stahl",55889688199553,19.90,24.90,12.45,30.5,gesetzt
15450829259137,selbstreinigende-katzenburste-aus-stahl-200576,"Selbstreinigende Katzenbürste aus Stahl",55889688232321,20.90,24.90,13.55,28.0,gesetzt
15450829259137,selbstreinigende-katzenburste-aus-stahl-200576,"Selbstreinigende Katzenbürste aus Stahl",55889688265089,26.90,34.90,18.74,22.6,gesetzt
15450829259137,selbstreinigende-katzenburste-aus-stahl-200576,"Selbstreinigende Katzenbürste aus Stahl",55889688330625,19.90,24.90,13.58,24.2,gesetzt
15450829259137,selbstreinigende-katzenburste-aus-stahl-200576,"Selbstreinigende Katzenbürste aus Stahl",55889688363393,19.90,24.90,13.58,24.2,gesetzt
15450832896385,interaktives-slow-feeder-spielzeug-fur-hunde-k-820672,"Interaktives Slow-Feeder Spielzeug für Hunde & Katzen",55889730437505,15.90,19.90,10.69,25.3,gesetzt
15450832896385,interaktives-slow-feeder-spielzeug-fur-hunde-k-820672,"Interaktives Slow-Feeder Spielzeug für Hunde & Katzen",55889730470273,15.90,19.90,10.69,25.3,gesetzt
15450832896385,interaktives-slow-feeder-spielzeug-fur-hunde-k-820672,"Interaktives Slow-Feeder Spielzeug für Hunde & Katzen",55889730503041,15.90,19.90,10.69,25.3,gesetzt
15450832896385,interaktives-slow-feeder-spielzeug-fur-hunde-k-820672,"Interaktives Slow-Feeder Spielzeug für Hunde & Katzen",55889730535809,15.90,19.90,10.69,25.3,gesetzt
15450832896385,interaktives-slow-feeder-spielzeug-fur-hunde-k-820672,"Interaktives Slow-Feeder Spielzeug für Hunde & Katzen",55889730568577,28.90,39.90,19.85,23.7,gesetzt
15450832896385,interaktives-slow-feeder-spielzeug-fur-hunde-k-820672,"Interaktives Slow-Feeder Spielzeug für Hunde & Katzen",55889730601345,28.90,39.90,19.85,23.7,gesetzt
15450832896385,interaktives-slow-feeder-spielzeug-fur-hunde-k-820672,"Interaktives Slow-Feeder Spielzeug für Hunde & Katzen",55889730634113,28.90,39.90,19.85,23.7,gesetzt
15450832896385,interaktives-slow-feeder-spielzeug-fur-hunde-k-820672,"Interaktives Slow-Feeder Spielzeug für Hunde & Katzen",55889730666881,28.90,39.90,19.83,23.8,gesetzt
15450832961921,intelligenter-rollball-fur-katzen-776896,"Intelligenter Rollball für Katzen",55889732534657,14.90,19.90,8.59,35.9,gesetzt
15450832961921,intelligenter-rollball-fur-katzen-776896,"Intelligenter Rollball für Katzen",55889732567425,14.90,19.90,8.59,35.9,gesetzt
15450832961921,intelligenter-rollball-fur-katzen-776896,"Intelligenter Rollball für Katzen",55889732600193,14.90,19.90,8.59,35.9,gesetzt
15450832961921,intelligenter-rollball-fur-katzen-776896,"Intelligenter Rollball für Katzen",55889732632961,14.90,19.90,8.59,35.9,gesetzt
