# zeit	aktion	produkt	handle	regel	feld	alt	neu	status — google_titel_reparatur.py
2026-09-23T18:53:49Z	SCHREIB	gid://shopify/Product/15510929506689	1-zoll-zapfpistole-fur-diesel-und-benzin-257024	EINZEL	titel	1-Zoll-Zapfpistole für Diesel und Benzin	1-Zoll-Zapfventil für Diesel und Benzin	ok
2026-09-23T18:53:49Z	SCHREIB	gid://shopify/Product/15510929506689	1-zoll-zapfpistole-fur-diesel-und-benzin-257024	EINZEL	seo_titel	1-Zoll-Zapfpistole für Diesel und Benzin | LuxeStyle CH	1-Zoll-Zapfventil für Diesel und Benzin | LuxeStyle CH	ok
2026-09-23T18:53:49Z	SCHREIB	gid://shopify/Product/15510929506689	1-zoll-zapfpistole-fur-diesel-und-benzin-257024	EINZEL	seo_beschreibung	1-Zoll-Zapfpistole für Diesel und Benzin – bei LuxeStyle Schweiz. Gratis-Versand ab CHF 50, 30 Tage Rückgabe.	1-Zoll-Zapfventil für Diesel und Benzin – bei LuxeStyle Schweiz. Gratis-Versand ab CHF 50, 30 Tage Rückgabe.	ok
2026-09-23T18:53:51Z	UEBERSPRUNGEN	gid://shopify/Product/15512293572993	biden-herrenuhr-ultraflach-mit-kalender-611776	EINZEL	beschreibung			text-sperre-belegt
2026-09-23T18:53:55Z	SCHREIB	gid://shopify/Product/15516198764929	biden-herren-quarzuhr-hohl-leger-052544	EINZEL	titel	Biden Herren-Quarzuhr, hohl, leger	Legere Herren-Quarzuhr mit Kalender	ok
2026-09-23T18:53:55Z	SCHREIB	gid://shopify/Product/15516198764929	biden-herren-quarzuhr-hohl-leger-052544	EINZEL	typ	Elektronik	Uhren	ok
2026-09-23T18:53:55Z	SCHREIB	gid://shopify/Product/15516198764929	biden-herren-quarzuhr-hohl-leger-052544	EINZEL	kategorie	gid://shopify/TaxonomyCategory/el	gid://shopify/TaxonomyCategory/aa-6-11	ok
2026-09-23T18:53:55Z	SCHREIB	gid://shopify/Product/15516198764929	biden-herren-quarzuhr-hohl-leger-052544	EINZEL	seo_titel	Biden Herren-Quarzuhr, hohl, leger | LuxeStyle CH	Legere Herren-Quarzuhr mit Kalender | LuxeStyle CH	ok
2026-09-23T18:53:55Z	SCHREIB	gid://shopify/Product/15516198764929	biden-herren-quarzuhr-hohl-leger-052544	EINZEL	seo_beschreibung	Biden Herren-Quarzuhr, hohl, leger – bei LuxeStyle Schweiz. Gratis-Versand ab CHF 50, 30 Tage Rückgabe.	Legere Herren-Quarzuhr mit Kalender – bei LuxeStyle Schweiz. Gratis-Versand ab CHF 50, 30 Tage Rückgabe.	ok
2026-09-23T18:53:55Z	SCHREIB	gid://shopify/Product/15516198764929	biden-herren-quarzuhr-hohl-leger-052544	EINZEL	tags_dazu		uhren	ok
2026-09-23T18:53:55Z	SCHREIB	gid://shopify/Product/15516198764929	biden-herren-quarzuhr-hohl-leger-052544	EINZEL	tags_weg	elektronik,gadget,tech		ok
2026-09-23T18:54:02Z	SCHREIB	gid://shopify/Product/15519840076161	k68-signal-detektor-46ae1c	POLICY	tags_dazu		google-policy-flag,google-policy-hacking	ok
2026-09-23T18:54:06Z	SCHREIB	gid://shopify/Product/15520406274433	twill-umhangetasche-im-used-look-676544	USED	titel	Twill Umhängetasche im Used-Look	Twill Umhängetasche im Vintage-Look	ok
2026-09-23T18:54:06Z	SCHREIB	gid://shopify/Product/15520406274433	twill-umhangetasche-im-used-look-676544	USED	seo_titel	Twill Umhängetasche im Used-Look | LuxeStyle CH	Twill Umhängetasche im Vintage-Look | LuxeStyle CH	ok
2026-09-23T18:54:06Z	SCHREIB	gid://shopify/Product/15520406274433	twill-umhangetasche-im-used-look-676544	USED	seo_beschreibung	Die Twill Umhängetasche im Used-Look ist ein vielseitiges Accessoire für den Alltag.	Die Twill Umhängetasche im Vintage-Look ist ein vielseitiges Accessoire für den Alltag.	ok
2026-09-23T18:54:06Z	UEBERSPRUNGEN	gid://shopify/Product/15520406274433	twill-umhangetasche-im-used-look-676544	USED	beschreibung			text-sperre-belegt
2026-09-23T18:54:10Z	SCHREIB	gid://shopify/Product/15522242953601	smarter-aschenbecher-mit-luftreiniger-fur-auto-042304	RAUCH	typ	Gadget	Raucherzubehör	ok
2026-09-23T18:54:10Z	SCHREIB	gid://shopify/Product/15522242953601	smarter-aschenbecher-mit-luftreiniger-fur-auto-042304	RAUCH	kategorie	gid://shopify/TaxonomyCategory/el	gid://shopify/TaxonomyCategory/hg-19-1	ok
2026-09-23T18:54:10Z	SCHREIB	gid://shopify/Product/15522242953601	smarter-aschenbecher-mit-luftreiniger-fur-auto-042304	RAUCH	tags_dazu		raucher,smoke-zubehoer	ok
2026-09-23T18:54:10Z	SCHREIB	gid://shopify/Product/15522242953601	smarter-aschenbecher-mit-luftreiniger-fur-auto-042304	RAUCH	tags_weg	becher		ok
2026-09-23T18:54:13Z	SCHREIB	gid://shopify/Product/15523906224513	intelligenter-intimreiniger-fur-die-frau-723136	HYGIENE+POLICY	typ	Aufbewahrung & Organizer	Wellness & Gesundheit	ok
2026-09-23T18:54:13Z	SCHREIB	gid://shopify/Product/15523906224513	intelligenter-intimreiniger-fur-die-frau-723136	HYGIENE+POLICY	kategorie	gid://shopify/TaxonomyCategory/hg-10-16	gid://shopify/TaxonomyCategory/hb-3-8-3	ok
2026-09-23T18:54:13Z	SCHREIB	gid://shopify/Product/15523906224513	intelligenter-intimreiniger-fur-die-frau-723136	HYGIENE+POLICY	tags_dazu		google-policy-flag,google-policy-titel,intimpflege	ok
2026-09-23T18:54:13Z	SCHREIB	gid://shopify/Product/15523906224513	intelligenter-intimreiniger-fur-die-frau-723136	HYGIENE+POLICY	tags_weg	aufbewahrung,haushalt,organizer,wohnen		ok
2026-09-23T18:54:15Z	SCHREIB	gid://shopify/Product/15524929175937	runder-aschenbecher-aus-keramik-2cef8b	RAUCH	typ	Küche & Bar	Raucherzubehör	ok
2026-09-23T18:54:15Z	SCHREIB	gid://shopify/Product/15524929175937	runder-aschenbecher-aus-keramik-2cef8b	RAUCH	kategorie	gid://shopify/TaxonomyCategory/hg-11	gid://shopify/TaxonomyCategory/hg-19-1	ok
2026-09-23T18:54:15Z	SCHREIB	gid://shopify/Product/15524929175937	runder-aschenbecher-aus-keramik-2cef8b	RAUCH	tags_dazu		raucher,smoke-zubehoer	ok
2026-09-23T18:54:15Z	SCHREIB	gid://shopify/Product/15524929175937	runder-aschenbecher-aus-keramik-2cef8b	RAUCH	tags_weg	becher,kochen,kueche		ok
2026-09-23T22:18:05Z	SCHREIB	gid://shopify/Product/15510929506689	1-zoll-zapfpistole-fur-diesel-und-benzin-257024	EINZEL	hauptbild	70640740761985 (aufrecht, Griff+Abzug = «Pistole»)	70640741745025 (Seitenansicht liegend)	ok — Google «Inappropriate image» zielt aufs Hauptbild, nicht auf den Text; Bilder 3/4 sind Bytekopien von 1/2
2026-09-23T22:19:56Z	SCHREIB	gid://shopify/Product/15502303756673	laser-silber-rippband-75mm-50-yards-026496	EINZEL	titel	Ripsband in Silber mit Glanzeffekt, 75 mm, 50 Yards	Ripsband in Gold mit Hologramm-Glanz, 75 mm, 50 Yards	ok
2026-09-23T22:19:56Z	SCHREIB	gid://shopify/Product/15502303756673	laser-silber-rippband-75mm-50-yards-026496	EINZEL	seo_titel	Ripsband in Silber mit Glanzeffekt, 75 mm, 50 Yards | LuxeStyle CH	Ripsband in Gold mit Hologramm-Glanz, 75 mm, 50 Yards | LuxeStyle CH	ok
2026-09-23T22:19:56Z	SCHREIB	gid://shopify/Product/15502303756673	laser-silber-rippband-75mm-50-yards-026496	EINZEL	seo_beschreibung	Ripsband in Silber mit Glanzeffekt, 75 mm, 50 Yards – bei LuxeStyle Schweiz. Gratis-Versand ab CHF 50, 30 Tage Rückgabe.	Ripsband in Gold mit Hologramm-Glanz, 75 mm, 50 Yards – bei LuxeStyle Schweiz. Gratis-Versand ab CHF 50, 30 Tage Rückgabe.	ok
2026-09-23T22:19:56Z	SCHREIB	gid://shopify/Product/15502303756673	laser-silber-rippband-75mm-50-yards-026496	EINZEL	bild_alt	Laser-Silber-Rippband, 75mm, 50 Yards | LuxeStyle	Ripsband in Gold mit Hologramm-Glanz, 75 mm, 50 Yards | LuxeStyle	ok
2026-09-23T22:19:56Z	SCHREIB	gid://shopify/Product/15502303756673	laser-silber-rippband-75mm-50-yards-026496	EINZEL	bild_alt	Laser-Silber-Rippband, 75mm, 50 Yards – Bild 2 | LuxeStyle	Ripsband in Gold mit Hologramm-Glanz, 75 mm, 50 Yards – Bild 2 | LuxeStyle	ok
2026-09-23T22:19:56Z	SCHREIB	gid://shopify/Product/15502303756673	laser-silber-rippband-75mm-50-yards-026496	EINZEL	bild_alt	Laser-Silber-Rippband, 75mm, 50 Yards – Bild 3 | LuxeStyle	Ripsband in Gold mit Hologramm-Glanz, 75 mm, 50 Yards – Bild 3 | LuxeStyle	ok
2026-09-23T22:19:56Z	SCHREIB	gid://shopify/Product/15502303756673	laser-silber-rippband-75mm-50-yards-026496	EINZEL	bild_alt	Laser-Silber-Rippband, 75mm, 50 Yards – Bild 4 | LuxeStyle	Ripsband in Gold mit Hologramm-Glanz, 75 mm, 50 Yards – Bild 4 | LuxeStyle	ok
2026-09-23T22:19:56Z	SCHREIB	gid://shopify/Product/15502303756673	laser-silber-rippband-75mm-50-yards-026496	EINZEL	bild_alt	Laser-Silber-Rippband, 75mm, 50 Yards – Bild 5 | LuxeStyle	Ripsband in Gold mit Hologramm-Glanz, 75 mm, 50 Yards – Bild 5 | LuxeStyle	ok
2026-09-23T22:19:56Z	SCHREIB	gid://shopify/Product/15502303756673	laser-silber-rippband-75mm-50-yards-026496	EINZEL	bild_alt	Laser-Silber-Rippband, 75mm, 50 Yards – Bild 6 | LuxeStyle	Ripsband in Gold mit Hologramm-Glanz, 75 mm, 50 Yards – Bild 6 | LuxeStyle	ok
2026-09-23T22:19:56Z	UEBERSPRUNGEN	gid://shopify/Product/15502303756673	laser-silber-rippband-75mm-50-yards-026496	EINZEL	beschreibung			text-sperre-belegt
2026-09-23T22:22:39Z	SCHREIB	gid://shopify/Product/15448619942273	used-look-jeans-mit-leicht-ausgestelltem-bein-621700	USED-TEXT	bild_alt	Used-Look Jeans mit leicht ausgestelltem Bein – Ansicht 5	Vintage-Look Jeans mit leicht ausgestelltem Bein – Ansicht 5	ok
2026-09-23T22:22:39Z	SCHREIB	gid://shopify/Product/15448619942273	used-look-jeans-mit-leicht-ausgestelltem-bein-621700	USED-TEXT	bild_alt	Used-Look Jeans mit leicht ausgestelltem Bein	Vintage-Look Jeans mit leicht ausgestelltem Bein	ok
2026-09-23T22:22:39Z	SCHREIB	gid://shopify/Product/15448619942273	used-look-jeans-mit-leicht-ausgestelltem-bein-621700	USED-TEXT	bild_alt	Used-Look Jeans mit leicht ausgestelltem Bein – Ansicht 2	Vintage-Look Jeans mit leicht ausgestelltem Bein – Ansicht 2	ok
2026-09-23T22:22:39Z	SCHREIB	gid://shopify/Product/15448619942273	used-look-jeans-mit-leicht-ausgestelltem-bein-621700	USED-TEXT	bild_alt	Used-Look Jeans mit leicht ausgestelltem Bein – Ansicht 3	Vintage-Look Jeans mit leicht ausgestelltem Bein – Ansicht 3	ok
2026-09-23T22:22:39Z	SCHREIB	gid://shopify/Product/15448619942273	used-look-jeans-mit-leicht-ausgestelltem-bein-621700	USED-TEXT	bild_alt	Used-Look Jeans mit leicht ausgestelltem Bein – Ansicht 4	Vintage-Look Jeans mit leicht ausgestelltem Bein – Ansicht 4	ok
2026-09-23T22:22:39Z	UEBERSPRUNGEN	gid://shopify/Product/15448619942273	used-look-jeans-mit-leicht-ausgestelltem-bein-621700	USED-TEXT	beschreibung			text-sperre-belegt
2026-09-23T22:22:51Z	SCHREIB	gid://shopify/Product/15449163202945	herren-jeansjacke-im-used-look-609500	USED-TEXT	bild_alt	Herren Jeansjacke im Used-Look – Bild 1 | LuxeStyle	Herren Jeansjacke im Vintage-Look – Bild 1 | LuxeStyle	ok
2026-09-23T22:22:51Z	SCHREIB	gid://shopify/Product/15449163202945	herren-jeansjacke-im-used-look-609500	USED-TEXT	bild_alt	Herren Jeansjacke im Used-Look – Bild 2 | LuxeStyle	Herren Jeansjacke im Vintage-Look – Bild 2 | LuxeStyle	ok
2026-09-23T22:22:51Z	SCHREIB	gid://shopify/Product/15449163202945	herren-jeansjacke-im-used-look-609500	USED-TEXT	bild_alt	Herren Jeansjacke im Used-Look – Bild 3 | LuxeStyle	Herren Jeansjacke im Vintage-Look – Bild 3 | LuxeStyle	ok
2026-09-23T22:22:51Z	SCHREIB	gid://shopify/Product/15449163202945	herren-jeansjacke-im-used-look-609500	USED-TEXT	bild_alt	Herren Jeansjacke im Used-Look – Bild 4 | LuxeStyle	Herren Jeansjacke im Vintage-Look – Bild 4 | LuxeStyle	ok
2026-09-23T22:22:51Z	SCHREIB	gid://shopify/Product/15449163202945	herren-jeansjacke-im-used-look-609500	USED-TEXT	bild_alt	Herren Jeansjacke im Used-Look – Bild 5 | LuxeStyle	Herren Jeansjacke im Vintage-Look – Bild 5 | LuxeStyle	ok
2026-09-23T22:22:51Z	SCHREIB	gid://shopify/Product/15449163202945	herren-jeansjacke-im-used-look-609500	USED-TEXT	bild_alt	Herren Jeansjacke im Used-Look – Bild 6 | LuxeStyle	Herren Jeansjacke im Vintage-Look – Bild 6 | LuxeStyle	ok
2026-09-23T22:22:51Z	SCHREIB	gid://shopify/Product/15449163202945	herren-jeansjacke-im-used-look-609500	USED-TEXT	bild_alt	Herren Jeansjacke im Used-Look – Bild 7 | LuxeStyle	Herren Jeansjacke im Vintage-Look – Bild 7 | LuxeStyle	ok
2026-09-23T22:22:51Z	UEBERSPRUNGEN	gid://shopify/Product/15449163202945	herren-jeansjacke-im-used-look-609500	USED-TEXT	beschreibung			text-sperre-belegt
2026-09-23T22:23:02Z	SCHREIB	gid://shopify/Product/15450555056513	erhohende-board-schuhe-im-used-look-605300	USED-TEXT	bild_alt	Erhöhende Board-Schuhe im Used-Look – Bild 1 | LuxeStyle	Erhöhende Board-Schuhe im Vintage-Look – Bild 1 | LuxeStyle	ok
2026-09-23T22:23:02Z	SCHREIB	gid://shopify/Product/15450555056513	erhohende-board-schuhe-im-used-look-605300	USED-TEXT	bild_alt	Erhöhende Board-Schuhe im Used-Look – Bild 2 | LuxeStyle	Erhöhende Board-Schuhe im Vintage-Look – Bild 2 | LuxeStyle	ok
2026-09-23T22:23:02Z	SCHREIB	gid://shopify/Product/15450555056513	erhohende-board-schuhe-im-used-look-605300	USED-TEXT	bild_alt	Erhöhende Board-Schuhe im Used-Look – Bild 3 | LuxeStyle	Erhöhende Board-Schuhe im Vintage-Look – Bild 3 | LuxeStyle	ok
2026-09-23T22:23:02Z	SCHREIB	gid://shopify/Product/15450555056513	erhohende-board-schuhe-im-used-look-605300	USED-TEXT	bild_alt	Erhöhende Board-Schuhe im Used-Look – Bild 4 | LuxeStyle	Erhöhende Board-Schuhe im Vintage-Look – Bild 4 | LuxeStyle	ok
2026-09-23T22:23:02Z	SCHREIB	gid://shopify/Product/15450555056513	erhohende-board-schuhe-im-used-look-605300	USED-TEXT	bild_alt	Erhöhende Board-Schuhe im Used-Look – Bild 5 | LuxeStyle	Erhöhende Board-Schuhe im Vintage-Look – Bild 5 | LuxeStyle	ok
2026-09-23T22:23:02Z	SCHREIB	gid://shopify/Product/15450555056513	erhohende-board-schuhe-im-used-look-605300	USED-TEXT	bild_alt	Erhöhende Board-Schuhe im Used-Look – Bild 6 | LuxeStyle	Erhöhende Board-Schuhe im Vintage-Look – Bild 6 | LuxeStyle	ok
2026-09-23T22:23:02Z	UEBERSPRUNGEN	gid://shopify/Product/15450555056513	erhohende-board-schuhe-im-used-look-605300	USED-TEXT	beschreibung			text-sperre-belegt
2026-09-23T22:23:04Z	SCHREIB	gid://shopify/Product/15450856423809	strandtuch-kleid-new-style-f6bb03	EINZEL	bild_alt	Strandtuch-Kleid «New Style» – Bild 1 | LuxeStyle	Strandtuch-Kleid – Badetuch zum Anziehen – Bild 1 | LuxeStyle	ok
2026-09-23T22:23:04Z	SCHREIB	gid://shopify/Product/15450856423809	strandtuch-kleid-new-style-f6bb03	EINZEL	bild_alt	Strandtuch-Kleid «New Style» – Bild 2 | LuxeStyle	Strandtuch-Kleid – Badetuch zum Anziehen – Bild 2 | LuxeStyle	ok
2026-09-23T22:23:04Z	SCHREIB	gid://shopify/Product/15450856423809	strandtuch-kleid-new-style-f6bb03	EINZEL	bild_alt	Strandtuch-Kleid «New Style» – Bild 3 | LuxeStyle	Strandtuch-Kleid – Badetuch zum Anziehen – Bild 3 | LuxeStyle	ok
2026-09-23T22:23:04Z	SCHREIB	gid://shopify/Product/15450856423809	strandtuch-kleid-new-style-f6bb03	EINZEL	bild_alt	Strandtuch-Kleid «New Style» – Bild 4 | LuxeStyle	Strandtuch-Kleid – Badetuch zum Anziehen – Bild 4 | LuxeStyle	ok
2026-09-23T22:23:04Z	SCHREIB	gid://shopify/Product/15450856423809	strandtuch-kleid-new-style-f6bb03	EINZEL	bild_alt	Strandtuch-Kleid «New Style» – Bild 5 | LuxeStyle	Strandtuch-Kleid – Badetuch zum Anziehen – Bild 5 | LuxeStyle	ok
2026-09-23T22:23:04Z	SCHREIB	gid://shopify/Product/15450856423809	strandtuch-kleid-new-style-f6bb03	EINZEL	bild_alt	Strandtuch-Kleid «New Style» – Bild 6 | LuxeStyle	Strandtuch-Kleid – Badetuch zum Anziehen – Bild 6 | LuxeStyle	ok
2026-09-23T22:23:04Z	SCHREIB	gid://shopify/Product/15450856423809	strandtuch-kleid-new-style-f6bb03	EINZEL	bild_alt	Strandtuch-Kleid «New Style» – Bild 7 | LuxeStyle	Strandtuch-Kleid – Badetuch zum Anziehen – Bild 7 | LuxeStyle	ok
2026-09-23T22:23:04Z	SCHREIB	gid://shopify/Product/15450856423809	strandtuch-kleid-new-style-f6bb03	EINZEL	bild_alt	Strandtuch-Kleid «New Style» – Bild 8 | LuxeStyle	Strandtuch-Kleid – Badetuch zum Anziehen – Bild 8 | LuxeStyle	ok
2026-09-23T22:23:04Z	SCHREIB	gid://shopify/Product/15450856423809	strandtuch-kleid-new-style-f6bb03	EINZEL	bild_alt	Strandtuch-Kleid «New Style» – Bild 9 | LuxeStyle	Strandtuch-Kleid – Badetuch zum Anziehen – Bild 9 | LuxeStyle	ok
2026-09-23T22:23:04Z	SCHREIB	gid://shopify/Product/15450856423809	strandtuch-kleid-new-style-f6bb03	EINZEL	bild_alt	Strandtuch-Kleid «New Style» – Bild 10 | LuxeStyle	Strandtuch-Kleid – Badetuch zum Anziehen – Bild 10 | LuxeStyle	ok
2026-09-23T22:23:15Z	SCHREIB	gid://shopify/Product/15460655726977	ombre-t-shirt-mit-used-look-602800	USED-TEXT	bild_alt	Ombre T-Shirt mit Used-Look – Bild 1 | LuxeStyle	Ombre T-Shirt mit Vintage-Look – Bild 1 | LuxeStyle	ok
2026-09-23T22:23:15Z	SCHREIB	gid://shopify/Product/15460655726977	ombre-t-shirt-mit-used-look-602800	USED-TEXT	bild_alt	Ombre T-Shirt mit Used-Look – Bild 2 | LuxeStyle	Ombre T-Shirt mit Vintage-Look – Bild 2 | LuxeStyle	ok
2026-09-23T22:23:15Z	UEBERSPRUNGEN	gid://shopify/Product/15460655726977	ombre-t-shirt-mit-used-look-602800	USED-TEXT	beschreibung			text-sperre-belegt
2026-09-23T22:23:16Z	SCHREIB	gid://shopify/Product/15471974973825	schockresistenter-schutz-625600	EINZEL	bild_alt	Schockresistenter Schutz – Bild 1 | LuxeStyle	Stossfeste iPhone-Hülle aus Silikon, transparent – Bild 1 | LuxeStyle	ok
2026-09-23T22:23:16Z	SCHREIB	gid://shopify/Product/15471974973825	schockresistenter-schutz-625600	EINZEL	bild_alt	Schockresistenter Schutz – Bild 2 | LuxeStyle	Stossfeste iPhone-Hülle aus Silikon, transparent – Bild 2 | LuxeStyle	ok
2026-09-23T22:23:16Z	SCHREIB	gid://shopify/Product/15471974973825	schockresistenter-schutz-625600	EINZEL	bild_alt	Schockresistenter Schutz – Bild 3 | LuxeStyle	Stossfeste iPhone-Hülle aus Silikon, transparent – Bild 3 | LuxeStyle	ok
2026-09-23T22:23:16Z	SCHREIB	gid://shopify/Product/15471974973825	schockresistenter-schutz-625600	EINZEL	bild_alt	Schockresistenter Schutz – Bild 4 | LuxeStyle	Stossfeste iPhone-Hülle aus Silikon, transparent – Bild 4 | LuxeStyle	ok
2026-09-23T22:23:16Z	SCHREIB	gid://shopify/Product/15471974973825	schockresistenter-schutz-625600	EINZEL	bild_alt	Schockresistenter Schutz – Bild 5 | LuxeStyle	Stossfeste iPhone-Hülle aus Silikon, transparent – Bild 5 | LuxeStyle	ok
2026-09-23T22:23:27Z	SCHREIB	gid://shopify/Product/15472337420673	herren-hoodie-im-used-look-633500	USED-TEXT	bild_alt	Herren Hoodie im Used-Look – Bild 1 | LuxeStyle	Herren Hoodie im Vintage-Look – Bild 1 | LuxeStyle	ok
2026-09-23T22:23:27Z	SCHREIB	gid://shopify/Product/15472337420673	herren-hoodie-im-used-look-633500	USED-TEXT	bild_alt	Herren Hoodie im Used-Look – Bild 2 | LuxeStyle	Herren Hoodie im Vintage-Look – Bild 2 | LuxeStyle	ok
2026-09-23T22:23:27Z	SCHREIB	gid://shopify/Product/15472337420673	herren-hoodie-im-used-look-633500	USED-TEXT	bild_alt	Herren Hoodie im Used-Look – Bild 3 | LuxeStyle	Herren Hoodie im Vintage-Look – Bild 3 | LuxeStyle	ok
2026-09-23T22:23:27Z	SCHREIB	gid://shopify/Product/15472337420673	herren-hoodie-im-used-look-633500	USED-TEXT	bild_alt	Herren Hoodie im Used-Look – Bild 4 | LuxeStyle	Herren Hoodie im Vintage-Look – Bild 4 | LuxeStyle	ok
2026-09-23T22:23:27Z	SCHREIB	gid://shopify/Product/15472337420673	herren-hoodie-im-used-look-633500	USED-TEXT	bild_alt	Herren Hoodie im Used-Look – Bild 5 | LuxeStyle	Herren Hoodie im Vintage-Look – Bild 5 | LuxeStyle	ok
2026-09-23T22:23:27Z	SCHREIB	gid://shopify/Product/15472337420673	herren-hoodie-im-used-look-633500	USED-TEXT	bild_alt	Herren Hoodie im Used-Look – Bild 6 | LuxeStyle	Herren Hoodie im Vintage-Look – Bild 6 | LuxeStyle	ok
2026-09-23T22:23:27Z	SCHREIB	gid://shopify/Product/15472337420673	herren-hoodie-im-used-look-633500	USED-TEXT	bild_alt	Herren Hoodie im Used-Look – Bild 7 | LuxeStyle	Herren Hoodie im Vintage-Look – Bild 7 | LuxeStyle	ok
2026-09-23T22:23:27Z	SCHREIB	gid://shopify/Product/15472337420673	herren-hoodie-im-used-look-633500	USED-TEXT	bild_alt	Herren Hoodie im Used-Look – Bild 8 | LuxeStyle	Herren Hoodie im Vintage-Look – Bild 8 | LuxeStyle	ok
2026-09-23T22:23:27Z	UEBERSPRUNGEN	gid://shopify/Product/15472337420673	herren-hoodie-im-used-look-633500	USED-TEXT	beschreibung			text-sperre-belegt
2026-09-23T22:23:38Z	SCHREIB	gid://shopify/Product/15473389011329	patchwork-wide-leg-jeans-im-used-look-612400	USED-TEXT	bild_alt	Patchwork Wide-leg Jeans im Used-Look – Bild 1 | LuxeStyle	Patchwork Wide-leg Jeans im Vintage-Look – Bild 1 | LuxeStyle	ok
2026-09-23T22:23:38Z	SCHREIB	gid://shopify/Product/15473389011329	patchwork-wide-leg-jeans-im-used-look-612400	USED-TEXT	bild_alt	Patchwork Wide-leg Jeans im Used-Look – Bild 2 | LuxeStyle	Patchwork Wide-leg Jeans im Vintage-Look – Bild 2 | LuxeStyle	ok
2026-09-23T22:23:38Z	SCHREIB	gid://shopify/Product/15473389011329	patchwork-wide-leg-jeans-im-used-look-612400	USED-TEXT	bild_alt	Patchwork Wide-leg Jeans im Used-Look – Bild 3 | LuxeStyle	Patchwork Wide-leg Jeans im Vintage-Look – Bild 3 | LuxeStyle	ok
2026-09-23T22:23:38Z	SCHREIB	gid://shopify/Product/15473389011329	patchwork-wide-leg-jeans-im-used-look-612400	USED-TEXT	bild_alt	Patchwork Wide-leg Jeans im Used-Look – Bild 4 | LuxeStyle	Patchwork Wide-leg Jeans im Vintage-Look – Bild 4 | LuxeStyle	ok
2026-09-23T22:23:38Z	SCHREIB	gid://shopify/Product/15473389011329	patchwork-wide-leg-jeans-im-used-look-612400	USED-TEXT	bild_alt	Patchwork Wide-leg Jeans im Used-Look – Bild 5 | LuxeStyle	Patchwork Wide-leg Jeans im Vintage-Look – Bild 5 | LuxeStyle	ok
2026-09-23T22:23:38Z	UEBERSPRUNGEN	gid://shopify/Product/15473389011329	patchwork-wide-leg-jeans-im-used-look-612400	USED-TEXT	beschreibung			text-sperre-belegt
2026-09-23T22:23:39Z	SCHREIB	gid://shopify/Product/15492036067713	loose-fit-wide-leg-hose-im-used-look-614900	USED-TEXT	bild_alt	Loose-Fit Wide-Leg Hose im Used-Look – Bild 1 | LuxeStyle	Loose-Fit Wide-Leg Hose im Vintage-Look – Bild 1 | LuxeStyle	ok
2026-09-23T22:23:39Z	SCHREIB	gid://shopify/Product/15492036067713	loose-fit-wide-leg-hose-im-used-look-614900	USED-TEXT	bild_alt	Loose-Fit Wide-Leg Hose im Used-Look – Bild 2 | LuxeStyle	Loose-Fit Wide-Leg Hose im Vintage-Look – Bild 2 | LuxeStyle	ok
2026-09-23T22:23:39Z	SCHREIB	gid://shopify/Product/15492036067713	loose-fit-wide-leg-hose-im-used-look-614900	USED-TEXT	bild_alt	Loose-Fit Wide-Leg Hose im Used-Look – Bild 3 | LuxeStyle	Loose-Fit Wide-Leg Hose im Vintage-Look – Bild 3 | LuxeStyle	ok
2026-09-23T22:23:39Z	SCHREIB	gid://shopify/Product/15492036067713	loose-fit-wide-leg-hose-im-used-look-614900	USED-TEXT	bild_alt	Loose-Fit Wide-Leg Hose im Used-Look – Bild 4 | LuxeStyle	Loose-Fit Wide-Leg Hose im Vintage-Look – Bild 4 | LuxeStyle	ok
2026-09-23T22:23:39Z	SCHREIB	gid://shopify/Product/15492036067713	loose-fit-wide-leg-hose-im-used-look-614900	USED-TEXT	bild_alt	Loose-Fit Wide-Leg Hose im Used-Look – Bild 5 | LuxeStyle	Loose-Fit Wide-Leg Hose im Vintage-Look – Bild 5 | LuxeStyle	ok
2026-09-23T22:23:50Z	UEBERSPRUNGEN	gid://shopify/Product/15492129653121	rebellious-washed-distressed-short-sleeve-top-633300	USED-TEXT	beschreibung			text-sperre-belegt
2026-09-23T22:24:01Z	SCHREIB	gid://shopify/Product/15492264034689	herren-jeans-im-used-look-636600	USED-TEXT	bild_alt	Herren Jeans im Used-Look – Bild 1 | LuxeStyle	Herren Jeans im Vintage-Look – Bild 1 | LuxeStyle	ok
2026-09-23T22:24:01Z	SCHREIB	gid://shopify/Product/15492264034689	herren-jeans-im-used-look-636600	USED-TEXT	bild_alt	Herren Jeans im Used-Look – Bild 2 | LuxeStyle	Herren Jeans im Vintage-Look – Bild 2 | LuxeStyle	ok
2026-09-23T22:24:01Z	SCHREIB	gid://shopify/Product/15492264034689	herren-jeans-im-used-look-636600	USED-TEXT	bild_alt	Herren Jeans im Used-Look – Bild 3 | LuxeStyle	Herren Jeans im Vintage-Look – Bild 3 | LuxeStyle	ok
2026-09-23T22:24:01Z	SCHREIB	gid://shopify/Product/15492264034689	herren-jeans-im-used-look-636600	USED-TEXT	bild_alt	Herren Jeans im Used-Look – Bild 4 | LuxeStyle	Herren Jeans im Vintage-Look – Bild 4 | LuxeStyle	ok
